Character,Line
,Everything I try with this merger backfires.
,I wonder what other excellent surprise lies in store for Leslie Knope.
,"Leslie, Grant Larson from the National Park Service is here for your meeting."
,Excellent.
,Now I shall meet with a very important person whilst sporting a gruesome shiner.
,"Hey, you're also wearing a tiedye tshirt."
,"Oh, yes!"
,I am!
,Wonderful!
,Mitch!
,Thanks for meeting me.
,My pleasure.
,It's not often that I see someone with your sparkle and passion.
,That's what makes businesses work passion!
," So, Mr."
," Haverford, let's get to it."
," What idea are you passionate about? I've got two words for you-- ""Tom's Bistro,"" an old-fashioned, old-world Italian restaurant."
," Classy, authentic ambience in a small-town setting."
," Why does that say ""dry cleaning chemical transactional holding company?"" Ben! You brought the wrong easel."
, God! Can't take this guy anywhere.
, Let me paint you a picture.
," Oh, Mr."
," Larson, I'm sorry."
, I had to reschedule.
, It's been kind of a hectic week.
, - What happened to your face? - It doesn't matter.
, I would like to apply to turn some of our new land into a national park.
," I read your request, Ms."
," Knope, and I'm sorry, but we can't make that happen."
, Great.
," Well, this week just keeps getting better and better."
, Thank you for coming by and plunging a dagger into my already-bleeding corpse.
, I came here because I wanted to meet you.
, I've actually wanted to meet you since before you called me.
, - Really? You know who I am? - Yes.
, You're the person who wrote this.
, You read my proposal to clean up the Pawnee river? I wrote this two years ago.
, Got shuffled around in interior for a year and half.
," Liam Bonneville actually used it to humiliate staffers, but he's kind of a bad boy."
, Liam B-- - You don't have to tell me! - This report is legendary.
, It's easily the most thoroughly research and passionate grant request I've ever seen.
," Wow, you have no idea how meaningful it is to hear you say that."
, But you're a little late.
, The river cleanup's well underway.
, This is bigger than the river cleanup.
, We're opening a new office in Chicago.
, I spent the last few weeks reading about you and your career and I think that you're the perfect person to run it.
," Leslie, would you like to run a branch of the National Park Service? Tom's Bistro will have all the classic elements, but with modern twists-- an oak bar, live music, and Sunday brunch with scrambled eggs so fluffy they'll be like little pillows for your bacon."
, Bacon pillows.
, I like the sound of that.
," But I have to say, restaurants are incredibly risky."
, Most of them are dead on arrival.
," We're well-aware of that, but believe me, Tom has thought this out."
," See, there's plenty of real estate available in the old Eagleton part of town."
," And with the recent closures, there's massive demand for affordable dining that feels high-end."
," Okay! As long as you're running, I'm in."
," Amazing! Hey, kid your boss here sure knows his stuff."
, Ron.
, What are you doing here? The most important government work I've ever done-- sanding rat urine stains out of this floor.
, What are you doing here? I come here to think sometimes.
, By myself.
, - But now that you're here - Damn it.
," I am going to speak to you very vaguely about a problem that I have, and you cannot ask me any questions or details about it."
," That is my ideal conversation, aside from no conversation."
, But that feels unlikely.
," Look, you know how much I love Pawnee."
, But the more I try to fix it the more people fight me.
," They call me names, they recall me, they try to kill the merger."
, They literally punch me in the face.
," And yet every time I contemplate leaving, just walking away once and for all, I just can't do it."
," What is wrong with me? Yesterday, I fixed that old steam radiator."
," Threaded a new valve into the side, removed the handle from the base, unscrewed the packing nut from the stem."
," This subpar toolbox only had one wrench, so I was lucky it was a three-quarters or I'd have been screwed."
," Yeah, man, you are lucky."
," Come on, Ron."
, What the hell? I need your help.
," By the time I was done, this 100-year-old piece of American-made cast iron was singing like a bird."
," Nowto most people, this story would seem boring."
, That's ridiculous.
, It's a story about a radiator.
," But to me, it was immensely satisfying because I enjoy fixing radiators."
," You like fixing this town, Leslie, you always have."
," You know it's an uphill battle, but you love the struggle."
," I would also add that you've already done a hell of a lot to make this town better, and people like this young man here will benefit from your hard work."
, - He is a beautiful boy.
, - He's quite a looker.
," Thank you, Ron."
, - What's that? - Nothing.
, Clearing my throat.
, I've been thinking about your offer.
, And I have to say I can't think of one single reason not to take it.
, That's great! I'll start drawing up the paperwork.
," I'm sorry, I meant because I can think of a lot of reasons not to take it."
," Okay, wow, that's very misleading phraseology."
, I'm sorry.
," It's an amazing offer and I'm very interested, but if I'm going to leave Pawnee I need to know it's gonna be okay without me."
, And I won't know until I finish what I've started.
," When do you need your answer? Well, the gears of federal government grind pretty slowly, so you have a little time."
, But we can't wait forever.
, I'll be in touch.
, Great.
, Thank you.
, That's not your hand.
, Here it is.
," Sorry, my depth perception is totally screwed up."
," Really happy that worked out for you, Tom, but you kinda sold me out back there."
," I know, and I'm sorry."
," But Mitch asked me what I was passionate about, and honestly I'm never gonna be passionate about dry cleaning chemicals."
," To each his own, I guess."
," I know opening a restaurant is risky, but I can make this work."
, I know I can! Then count me in as the second investor in Tom's Bistro.
," Thanks, man."
," I know this is a symbolic gesture, but my investor floor is $1,000."
," So as of now, you own zero shares."
, Cool! Thanks for clearing that up.
," Now go do work, or I will fire you."
, I'm not kidding.
," Yep! Oh, look, John."
, It's red pine.
, They were gonna put flecked linoleum over this beautifully preserved knotty red pine.
," Most people in this world, John, are ass[bleep]."
," This is the best day I've ever spent in a government building, and luckily my son was here to share it with me."
, He now has that satisfied look that only comes with the pride of labor.
, Or he pooped.
," Either way, well done, John."
,   
,"
                "
,Season: 6 Episode: 16
,"Okay, I don't want to overhype this, but presenting Dundadadah!"
,the new city of Pawnee website!
,Totally revamped!
,"You can pay parking tickets, you can apply for a business license and the best part is we're going to put up an online poll so people can pick the new town slogan!"
,"Hey, look a panda!"
,"Yeah, that's just some mascot thing that the designer put up on the front page."
,"But more importantly, you can now apply for a utility tax refundonline!"
,"Wait, the panda's name is Peebo."
,Peebo.
,"Look, you can even play pingpong."
,What?
,I want to play!
,"No, me first!"
,Me first!
,That's it.
,I'm calling it.
,"Guys, Ben worked really hard on this, okay?"
,Let's look at the online polls.
,It's gonna be a cool way to choose our new town's slogan.
,Oh!
,The panda holds a paddle with his tail.
,I want to play!
,"Congratulations, Ben."
,This is truly a fine panda game you made.
,Well done.
,What else does he do?
,"I think if you click on the bamboo, it puts on a top hat."
,What?
,"I love you, Ben!"
,What's wrong with you?
,You look like Meryl Streep at the end of Ironweed.
,You wish.
,"Well, I've been driving all over Indiana looking for bands to play the unity concert."
,"I got nothing to show for, except for four car accidents."
,All these strangers' insurance information.
,"Ooh, I get it, you have car insurance."
,Why don't you brag about it?
,"Hey, you are from Eagleton, right?"
,Are there any places out there I should check out?
,I used to go see live shows at Patterson's.
,But I'm boycotting until the owner apologizes for what she said to me at the dog park.
,Cool.
,Anything else?
,I hear Cozy's Bar is pretty packed on Thursdays.
,But I've never been because it's mostly middleaged women and I'm allergic to turkey neck.
,Really?
,That's the best part.
,We should split a turkey sometime.
,"Oh, Mr."
,Larson.
,Thank you so much for meeting me here.
,Happy to.
,I was in the area.
,The chance for me to return your binder full of questions about the job.
,I think I answered all of them.
,Thank you.
,I cannot wait to check this out.
,"Now, the reason why I asked you to meet me here More questions about the job."
,"Oh, yeah."
,Martha?
,I'm gonna need two hours worth of waffles.
,Grant Larson has offered me a chance to oversee a branch office of the national park service.
,This is like the parks equivalent of Bruce Springsteen pulling Courtney Cox onstage.
,"I mean, one minute you're just a regular girl in the crowd, and the next minute you're dancing 10 feet away from freakin' Max Weinberg!"
,"Okay, my fortieth and eighteenth from last question is about the Heartland Exotic Plant Management Project."
,"Now, were would I be actually doing the physical planting?"
,"Because it is always been a dream of mine to plant spotted jewelweed along the red river bank in Arkansas, but I'm sure you hear that a lot."
,"Well, you wouldn't actually be planting things."
,"I mean, you're overseeing The everyday minutia you would delegate to staff."
,"Leslie, your job is more creative, big picture stuff."
,No more boring people working for you.
