Character,Line,Season,Episode
Leslie Knope,"It's so, so, so fun.",5,19
Andy Dwyer,"So, so fun.",5,19
Leslie Knope,But to live like this is insane.,5,19
Leslie Knope,He must have cheated somehow.,5,19
Leslie Knope,"I mean, there's no way a man who's into XMen that much can stay away from the Internet that long.",5,19
Leslie Knope,We should check his phone.,5,19
Garth Blunden,"Goodness, how delicious eating goober peas",5,19
Chris Traeger,Jerry Gergich.,5,19
Chris Traeger,I need you to stop whatever it is you're doing and file as many of these as you can.,5,19
Jerry Gergich,"Wow, Duraflex cuttop A350s in deep maroon?",5,19
Jerry Gergich,The honor is all mine.,5,19
Chris Traeger,"Well, I knew you were the man for the job.",5,19
Chris Traeger,You are smart and capable.,5,19
Chris Traeger,And I believe you can accomplish anything.,5,19
Jerry Gergich,Thank you so much.,5,19
Chris Traeger,"You got it, champ.",5,19
Chris Traeger,Get filing.,5,19
Jerry Gergich,"Aye, aye, Captain.",5,19
Chris Traeger,That is one motivated worker bee.,5,19
Donna Meagle,You guys doing experiments on Jerry?,5,19
Ron Swanson,Yes.,5,19
Donna Meagle,Cool.,5,19
Tom Haverford,Got it.,5,19
Leslie Knope,"Okay, now let's not read anything.",5,19
Leslie Knope,That's an invasion of his privacy.,5,19
Leslie Knope,Let's just look at his browser history and his inbox and his outbox and his Facebook page.,5,19
Andy Dwyer,"Yeah, he doesn't have any new emails.",5,19
Tom Haverford,"Oh, my God.",5,19
Tom Haverford,It's true.,5,19
Tom Haverford,He hasn't gotten an email in 12 days. Is he a ghost?,5,19
Tom Haverford,The only ones he gets are spam.,5,19
Tom Haverford,And he responds to them.,5,19
Tom Haverford,I think I'm gonna be sick.,5,19
Leslie Knope,"Oh, man.",5,19
Leslie Knope,This guy has no friends.,5,19
Andy Dwyer,I don't know.,5,19
Andy Dwyer,Seems like he's friends with that mule.,5,19
Ben Wyatt,What's that?,5,19
Ann Perkins,"Well, since I can't give her a waffle iron for breakfast day, I am making her a miniature Leslie out of breakfast food.",5,19
Ben Wyatt,Good lord.,5,19
Ben Wyatt,"Well, listen, I've been thinking.",5,19
Ben Wyatt,How would you feel about going in on the waffle iron together?,5,19
Ann Perkins,Seriously?,5,19
Ann Perkins,"That would be great, but whose holiday are we celebrating?",5,19
Ben Wyatt,"Well, I think I may have a plan that'll get us out of breakfast day and waffle day and all the other days without making us seem like ungrateful people who are annoyed at how amazing Leslie is.",5,19
Ann Perkins,"Dude, whatever it is, I'm in.",5,19
Ben Wyatt,"Okay, great.",5,19
Ann Perkins,What should I do with this?,5,19
Ben Wyatt,Just burn it and bury the ashes and pray it doesn't haunt you.,5,19
Ron Swanson,"Jerry, stop filing those red folders at once.",5,19
Ron Swanson,Begin filing these blue ones.,5,19
Jerry Gergich,Oh.,5,19
Jerry Gergich,"Sorry, Ron.",5,19
Jerry Gergich,I promised Chris that,5,19
Ron Swanson,This is the top priority.,5,19
Ron Swanson,I need these blue folders done now.,5,19
Ron Swanson,You can eat when you have finished.,5,19
Ron Swanson,File!,5,19
Jerry Gergich,"Oh, my goodness.",5,19
Ron Swanson,"Money, fear, hunger.",5,19
Leslie Knope,"Hey, there, Garth.",5,19
Leslie Knope,Whatcha whittling?,5,19
Garth Blunden,A birthing stick.,5,19
Leslie Knope,What's that?,5,19
Garth Blunden,You do not want to know.,5,19
Leslie Knope,"Oh, my God.",5,19
Garth Blunden,You look beautiful.,5,19
Garth Blunden,"I mean, you changed clothes.",5,19
Garth Blunden,Violation.,5,19
Garth Blunden,I challenge you are bonnetless!,5,19
Leslie Knope,"Yes, you're right.",5,19
Leslie Knope,"I admit, I can't take it anymore.",5,19
Leslie Knope,You win.,5,19
Garth Blunden,Huzzah!,5,19
Garth Blunden,The day is mine.,5,19
Garth Blunden,"I'm gonna miss saying ""huzzah.""",5,19
Leslie Knope,Yeah.,5,19
Leslie Knope,"Garth, I have another proposition.",5,19
Garth Blunden,"Yes, I will go out on a date with you, but I realize you're a modern woman, so I will let you pay.",5,19
Leslie Knope,No.,5,19
Leslie Knope,I was wondering would you like to join the Pawnee Historical Commission?,5,19
Garth Blunden,Those clowns? No thank you.,5,19
Garth Blunden,They haven't answered a single one of my complaints about their anachronistic use of fonts in their newsletter.,5,19
Leslie Knope,"Well, I'm a member, and I think we could really use you.",5,19
Leslie Knope,"But the only problem is there's tons of meetings, lots of work with people who also love history, and many social occasions that you're gonna have to attend, like cocktail parties and such.",5,19
Leslie Knope,I can understand if it's something you don't want to commit to.,5,19
Garth Blunden,Just sounds like such a big bite out of my soap-making time.,5,19
Garth Blunden,My cousin's arraignment is in May.,5,19
Garth Blunden,But that's a day.,5,19
Garth Blunden,"I just fly out, I come back the same day.",5,19
Garth Blunden,"On a trial basis, yes.",5,19
Garth Blunden,"Yes, yes.",5,19
Leslie Knope,Great.,5,19
Leslie Knope,Welcome to the team.,5,19
Leslie Knope,"Garth dropped his protest, and we were able to get rid of all the outdated laws in the town charter.",5,19
Leslie Knope,"I mean, the charter is a wonderful document, but we've had the benefit of almost 200 years of learning and advancing.",5,19
Leslie Knope,Seems to me we ought to use it.,5,19
Leslie Knope,"I did not change Article Two, though.",5,19
Leslie Knope,"I just couldn't vote against a good, old-fashioned lake dunking.",5,19
Leslie Knope,Though Garth and I did come up with a compromise that I think will make everybody happy.,5,19
Leslie Knope,"From this year hence, a volunteer will represent Ted in our town's most historic and cherished tradition.",5,19
Leslie Knope,"This year, the honor goes to Mr. Garth Blundin!",5,19
Garth Blunden,"Huzzah, I'm Ted! I'm Ted!",5,19
Andy Dwyer,"I'm Ted too, guys.",5,19
Leslie Knope,Andy!,5,19
Leslie Knope,"Yeah! He's naked, everybody! Put that away!",5,19
Andy Dwyer,We're all Ted!,5,19
Leslie Knope,Yeah!,5,19
Leslie Knope,"No, Andy!",5,19
Andy Dwyer,Whoo!,5,19
Garth Blunden,Thank God.,5,19
Garth Blunden,I don't know how to swim.,5,19
Donna Meagle,"Okay, final tally.",5,19
Donna Meagle,Jerry filed 268 red files.,5,19
Chris Traeger,Yes!,5,19
Donna Meagle,And 384 blue files.,5,19
Ron Swanson,Yes.,5,19
Chris Traeger,Wait a minute.,5,19
Chris Traeger,How is that possible?,5,19
Donna Meagle,"Well, he was so happy when you told him he was doing a great job that he spent 20 minutes on the phone telling Gayle about it.",5,19
Ron Swanson,And the prosecution rests.,5,19
Donna Meagle,Not so fast.,5,19
Donna Meagle,"He may have filed more blue ones, but they're almost all filed wrong.",5,19
Donna Meagle,Not surprising since he was a mess after you talked to him.,5,19
Chris Traeger,"Another fascinating edition of ""katumts.""",5,19
Chris Traeger,We may never know conclusively which way works better.,5,19
Chris Traeger,"But I do know this-- When we first started the seminar, I hoped to be able to engage you in the process.",5,19
Chris Traeger,And by that measure I succeeded.,5,19
Ron Swanson,And I predicted that I would learn nothing from this process.,5,19
Ron Swanson,Mission accomplished.,5,19
Chris Traeger,What did April write? Where is April?,5,19
April Ludgate,I will pit Ron and Chris against each other.,5,19
April Ludgate,"They'll argue about dumb stuff that doesn't matter, and I will bail.",5,19
April Ludgate,Then I'll steal $20 from Chris's wallet and buy pizza with Andy.,5,19
April Ludgate,"Oh, and I'll also steal Ron's watch, just for fun.""",5,19
Chris Traeger,I think April will be a fine manager.,5,19
Ron Swanson,I agree.,5,19
April Ludgate,"It's my favorite kind of battle-- Two men enter, one me leaves.",5,19
Ben Wyatt,Happy waffle day.,5,19
Ann Perkins,Happy breakfast day.,5,19
Leslie Knope,"Oh, my God! You guys, this is the best Breakfast Day/Waffle Day joint present I have ever received.",5,19
Leslie Knope,Wow.,5,19
Leslie Knope,Thank you so much.,5,19
Ben Wyatt,You're welcome.,5,19
Ben Wyatt,But Ann and I wanted to tell you that this is the last Breakfast Day and Waffle Day we'll be celebrating.,5,19
Leslie Knope,"Wait, what? Oh, my God.",5,19
Leslie Knope,You're both dying.,5,19
Ann Perkins,"No, no.",5,19
Ann Perkins,We just can't keep up with all the anniversaries.,5,19
Ann Perkins,"It's too much, especially 'cause you're so good at them.",5,19
Leslie Knope,I'm no better at them than you are.,5,19
Leslie Knope,"That's ridiculous, I'm so much better.",5,19
Leslie Knope,Point taken.,5,19
Ben Wyatt,But we have a compromise.,5,19
Ben Wyatt,"Every year, there will be one day, ""Ann Day,"" where you can celebrate all of Ann's holidays and ""Ben Day"" where we can celebrate all of ours.",5,19
Leslie Knope,What about Ann Month and Ben Month?,5,19
Ann Perkins,How about a week?,5,19
Leslie Knope,Fine.,5,19
Ben Wyatt,"We went in with a day, figuring she'd counter with a month.",5,19
Ann Perkins,We were fine with a week.,5,19
Ben Wyatt,Yeah.,5,19
Ann Perkins,Yeah.,5,19
Leslie Knope,But there will be a third week.,5,19
Leslie Knope,It will be called Friend Week.,5,19
Leslie Knope,"It will be commemorating this week, the week that my two best friends became each other's best friends.",5,19
Leslie Knope,I have a Friend Week present for you right now.,5,19
Leslie Knope,Here you go.,5,19
Ben Wyatt,How did you already have these?,5,19
Ben Wyatt,Thank you.,5,19
Ann Perkins,Thanks.,5,19
,,5,19
,,5,19
,Season: 5 Episode: 20,5,20
Ben Wyatt,Hey.,5,20
Ben Wyatt,"I didn't find the article about you teaching sex ed to seniors, but I did find this folder labeled ""Senior sex ed thank you notes.""",5,20
Leslie Knope,"Oh, don't open that.",5,20
Leslie Knope,There's pictures in there.,5,20
Ben Wyatt,Oh!,5,20
Ben Wyatt,There are pictures.,5,20
Ben Wyatt,There are lots of pictures.,5,20
Ben Wyatt,Why would you not throw these away or incinerate them?,5,20
Leslie Knope,Because every memory deserves to be chronicled.,5,20
Leslie Knope,Even the saggy ones.,5,20
Leslie Knope,I am putting together a scrapbook commemorating my first year on the city council.,5,20
Leslie Knope,This year whizzed by so fast.,5,20
Leslie Knope,There was so much more I wanted to do.,5,20
Leslie Knope,But time is the relentless and cruel enemy of the devoted civil servant.,5,20
Leslie Knope,It's actually one of the subtitles of my scrapbook.,5,20
Leslie Knope,Probably would've got more stuff done if I hadn't spent so much time brainstorming scrapbook titles.,5,20
Ben Wyatt,Ben and Leslie's day off.,5,20
Ben Wyatt,Let's go relax.,5,20
Leslie Knope,I cannot wait for our day off.,5,20
Leslie Knope,But what if we took a day on and stayed here and worked on some projects?,5,20
Leslie Knope,"That sounds pretty sexy, right?",5,20
Ben Wyatt,No.,5,20
Ben Wyatt,"Leslie, you've worked nonstop.",5,20
Ben Wyatt,Holidays and weekends.,5,20
Ben Wyatt,You're just gonna take a day off.,5,20
Ben Wyatt,It'll be good for you.,5,20
Leslie Knope,All right.,5,20
Leslie Knope,You're cute.,5,20
Leslie Knope,And you're right.,5,20
Ben Wyatt,Come on.,5,20
Leslie Knope,Let's relax.,5,20
Ben Wyatt,All right.,5,20
Leslie Knope,"Hey, April.",5,20
Leslie Knope,"I'll be gone for the next 19 1/2 hours, so can you water my plants in my office?",5,20
April Ludgate,"We are all out of water, actually.",5,20
April Ludgate,I'll have to use boiling hot milk.,5,20
Leslie Knope,Are you really gonna do that?,5,20
April Ludgate,Yes.,5,20
Jerry Gergich,"Well, everybody.",5,20
Jerry Gergich,"Um, wow.",5,20
Jerry Gergich,It has been an honor and a pleasure to work with you all.,5,20
Jerry Gergich,The time I have spent at Parks and Rec have been the happiest days of my life here in the government.,5,20
Jerry Gergich,"And I know everyone says it, but I sincerely hope that we stay in touch.",5,20
Leslie Knope,What the [Bleep] is happening right now?,5,20
Jerry Gergich,"Today's my last day, Leslie.",5,20
Jerry Gergich,I'm retiring.,5,20
Leslie Knope,What?,5,20
Leslie Knope,Why didn't you tell us?,5,20
Jerry Gergich,"Well, I didn't want to make a big fuss.",5,20
Jerry Gergich,"Although, gosh, I'm pretty sure I mentioned it a few times.",5,20
Jerry Gergich,"Oh, God, they're gonna fire people, aren't they?",5,20
Jerry Gergich,"Yeah, I am two years from my pension.",5,20
Jerry Gergich,Can you believe it?,5,20
Jerry Gergich,Only six months left until I retire.,5,20
Jerry Gergich,Ooh.,5,20
April Ludgate,What did Jerry say?,5,20
Tom Haverford,Jerry was here?,5,20
Jerry Gergich,"Well, this is my last weep.",5,20
Jerry Gergich,Oops.,5,20
Jerry Gergich,"I mean, ""weep.""",5,20
Jerry Gergich,Week.,5,20
Jerry Gergich,Jeez.,5,20
Leslie Knope,"Wait, wait, wait.",5,20
Leslie Knope,"Wait, wait, wait, wait, wait, wait, wait.",5,20
Leslie Knope,Just wait.,5,20
Leslie Knope,Everybody wait.,5,20
Leslie Knope,Okay.,5,20
Leslie Knope,"As much as we want this to happen, we can't let Jerry just disappear.",5,20
Leslie Knope,We have to commemorate this somehow.,5,20
Ron Swanson,You're right.,5,20
Ron Swanson,"Jerry, thank you for your service.",5,20
Ron Swanson,Goodbye.,5,20
Jerry Gergich,"Thanks, Ron.",5,20
Jerry Gergich,That speech means a lot.,5,20
Jerry Gergich,"Okay, well, I am going to go and say goodbye to some other folks.",5,20
Andy Dwyer,"Okay, see you tomorrow, Jerry.",5,20
Extra,"So we ran all your tests, and everything looks great.",5,20
Extra,You might be the healthiest human being we've ever seen.,5,20
Extra,You have the resting heart rate of a 100 year old tortoise.,5,20
Chris Traeger,"Yes, I get that a lot.",5,20
Chris Traeger,So my childhood illness there's no chance I would pass that on?,5,20
Extra,"It wasn't genetic, so you shouldn't worry at all.",5,20
Extra,You have every reason to expect a healthy child.,5,20
Extra,"In fact, if you'd like, you can provide your sample today.",5,20
Ann Perkins,Today?,5,20
Ann Perkins,"Like, today, today?",5,20
Chris Traeger,This today?,5,20
Extra,"Well, yes.",5,20
Extra,"I mean, the timing is right according to Ann's ovulation schedule.",5,20
Extra,Unless there's a reason you'd like to wait till next month.,5,20
Ann Perkins,No.,5,20
Chris Traeger,None.,5,20
Chris Traeger,One other question.,5,20
Chris Traeger,Completely off topic.,5,20
Chris Traeger,Would I be providing this sample today?,5,20
Leslie Knope,"Here I am thinking about how fast my first year in city council has gone, and Jerry has had 40 years whiz past him with nothing to show for it.",5,20
Leslie Knope,"This is everything in his file a handicapped parking sticker from when he got gout, a Parks and Rec golf cart driving exam which he failed, a scathing performance review.",5,20
Leslie Knope,"I mean, why would anyone be so mean?",5,20
Leslie Knope,"Oh, wait.",5,20
Leslie Knope,I wrote this.,5,20
Leslie Knope,I stand by it.,5,20
Ben Wyatt,"Well, Jerry was never really the type to rise above mediocrity or to it.",5,20
Leslie Knope,"That's what I thought, but when he started, he had a lot of dreams and goals.",5,20
Leslie Knope,"I mean, look at his original entry paperwork.",5,20
Leslie Knope,"He wanted to meet the mayor, have a building named after him.",5,20
Leslie Knope,I just can't let Jerry leave here with nothing and go home to an empty life.,5,20
