Character,Line
Andy Dwyer,"I'm like Chuck Norris, only instead of crushing bad guys' skulls, I'm crushing documents."
April Ludgate,That's great.
Andy Dwyer,Yeah.
April Ludgate,Now be the Chuck Norris of making out with me.
Andy Dwyer,I'll karate punch your face with my tongue.
April Ludgate,Prove it.
Andy Dwyer,Hiyah.
Ben Wyatt,Get this.
Ben Wyatt,I just asked the DJ what REM albums he has.
Ben Wyatt,"He's got Monster, but not Automatic For the People."
Leslie Knope,Wow!
Ben Wyatt,I know.
Ben Wyatt,"It's like, what is this?"
Ben Wyatt,A mid-'90s party?
Ben Wyatt,No.
Ben Wyatt,It's an early '90s party.
Leslie Knope,"Okay, Larry."
Leslie Knope,Tell us how this looks.
Leslie Knope,Ben wants to do a synchronized couple skate to Losing My Religion.
Leslie Knope,Hit it!
Chris Traeger,Leslie!
Chris Traeger,Leslie!
Chris Traeger,Leslie!
Chris Traeger,"I'm sorry, but we have a problem."
Chris Traeger,His name is Jeremy Jamm.
Jeremy Jamm,"Well, as noted in Article nine, Paragraph two"
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,"Jamm, I thought this bill was tabled?"
Jeremy Jamm,"Yes, and I called a special session and untabled it."
Jeremy Jamm,What's up with the roller skates?
Leslie Knope,"I was about to attend a roller skating birthday party for my husband, but this is more important."
Jeremy Jamm,"Yeah, I don't care."
Jeremy Jamm,I'm a blades guy.
Leslie Knope,Point of order!
Leslie Knope,The councilwoman wishes to speak on this issue.
Jeremy Jamm,Will the councilwoman yield her time so we can vote on this sucker?
Leslie Knope,"No, I will not yield."
Leslie Knope,Nor will I yield for the rest of the evening.
Jeremy Jamm,A filibuster?
Jeremy Jamm,Are you dookin' on my chest right now?
Leslie Knope,No!
Leslie Knope,Gross!
Leslie Knope,"And yes, it's a filibuster."
Leslie Knope,Okay?
Leslie Knope,I am not willing to let you deprive me
Chris Traeger,She's filibustering on roller skates?
Chris Traeger,She's gonna be strapped into those things for hours.
Ben Wyatt,"I know this is a dire situation, but I swear to God, this is like a crazy sex fantasy for me."
Nadia Stasky,How goes it?
Tom Haverford,"Pretty good, except I suck at skee ball."
Nadia Stasky,"Well, that's too bad, 'cause if you don't win me that bear, you're dead to me."
Tom Haverford,Understood.
Tom Haverford,"Hey, man, how many tickets for that bear, again?"
Morris,"40,000.00"
Tom Haverford,"40,000?"
Tom Haverford,"Oh, brother."
Tom Haverford,"All right, you're gonna be my lookout for a second."
Nadia Stasky,"Hey, is he allowed to do that?"
Morris,No!
Morris,"Get off the ramp, dude!"
Tom Haverford,Hey!
Tom Haverford,You're supposed to be my lookout.
Nadia Stasky,I thought it'd be funnier to watch you get busted.
Tom Haverford,"Hey, you're a doctor."
Tom Haverford,You know snitches get stitches.
Leslie Knope,I remember the first time I voted.
Leslie Knope,"I was in my bedroom, and I was five."
Leslie Knope,"I voted for Mildred, my stuffed pig, but my cat, pancakes, won."
Leslie Knope,She had more funding.
Leslie Knope,"Politics, right?"
Leslie Knope,What are you gonna do?
Leslie Knope,How long have I been talking?
Leslie Knope,Three hours?
Leslie Knope,"No, eight minutes."
Leslie Knope,Okay.
Jeremy Jamm,Maybe you should yield the floor.
Jeremy Jamm,Milton doesn't have a lot of time left on earth.
Jeremy Jamm,"Hey, just kidding, bud."
Councilman Milton,Will someone open my crackers?
Ben Wyatt,The session ends at 11:00 P.M.
Ben Wyatt,She has to talk the whole time.
Ben Wyatt,"She can't lean on anything for support, and no one else can help her."
Ben Wyatt,Three strikes and she is done.
Chris Traeger,This is literally the most exciting thing that I've ever seen.
Chris Traeger,"I mean, think about it."
Chris Traeger,Where else on earth would you rather spend your birthday with Leslie?
Ben Wyatt,"Well, maybe the birthday party she's throwing for me right now."
Leslie Knope,Everyone in Pawnee should have the right to vote.
Leslie Knope,Whoa!
Leslie Knope,"As I dissect this important and profound statement, I'm just gonna take these off for a second."
Jeremy Jamm,"Bam, strike one."
Jeremy Jamm,No sitting.
Leslie Knope,Is the gong really necessary?
Jeremy Jamm,"Yes, it is."
Jeremy Jamm,I love Chinese crap.
Jeremy Jamm,"Lucy Liu, Nintendo, Gangnam Style, sushi, et cetera, et cetera."
Jeremy Jamm,"Also, more importantly, it's in the rules."
Jeremy Jamm,No sitting.
Leslie Knope,"Okay, fine."
Leslie Knope,"Well, the strike is worth it if I can take these off."
Ben Wyatt,"Oh, man!"
Ann Perkins,"Oh, my God!"
Ann Perkins,I had this exact bear when I was a kid!
Ann Perkins,Excuse me.
Morris,Uh-huh.
Ann Perkins,How much does this bear cost?
Morris,40000 tickets.
Ann Perkins,"Okay, well, let's just assume that I'm an adult who doesn't have two weeks to play arcade games."
Ann Perkins,What about 50 bucks?
Morris,Yeah.
Morris,Just don't tell my boss.
Extra,"What are you doing, Morris?"
Morris,"Nothing, Mr. Bonderman."
Extra,Tuck in your shirt.
Extra,God!
Morris,Sorry.
Donna Meagle,Oh!
Donna Meagle,You feeling it?
Donna Meagle,Wow.
Donna Meagle,You suck at this.
Ron Swanson,"Donna, please back up two paces so I can physically destroy this machine."
Donna Meagle,"Can you chill a little, man?"
Donna Meagle,It's not real hunting.
Donna Meagle,It's just a game.
Donna Meagle,That you happen to suck at.
Ron Swanson,You know what?
Ron Swanson,That's a good point.
Donna Meagle,What?
Donna Meagle,That you suck at this?
Ron Swanson,That it's not real hunting.
Ron Swanson,Come with me.
April Ludgate,I don't want you to go back to London.
Andy Dwyer,"Just remember, every time you look up at the moon, I, too, will be looking at a moon."
Andy Dwyer,"Not the same moon, obviously."
Andy Dwyer,That's impossible.
April Ludgate,See you on stupid Skype.
April Ludgate,I'm proud of Andy.
April Ludgate,This is the first time he's really gone out on a limb.
April Ludgate,"I knew if he found something that he actually liked doing, he'd be happy, so I'm…"
April Ludgate,What the hell?
April Ludgate,Wha--
Tom Haverford,Hey!
Tom Haverford,Perkins!
Tom Haverford,What are you doing with my bear?
Tom Haverford,"I've been playing skee ball for, like, two hours trying to win that for Nadia."
Ann Perkins,I just bought it for 50 bucks.
Ann Perkins,"When I was a kid, I taught myself how to make out on this bear, pretended it was Cockroach from The Cosby Show."
Nadia Stasky,"Hey, what's going on here?"
Nadia Stasky,Why does blossom have my bear?
Ann Perkins,"I bought it for myself, but apparently, he was trying to win it for you, so I'm sorry."
Tom Haverford,"I still got some tickets, though."
Tom Haverford,"I could get you, uh, a ninja turtle balloon or Cliffhanger on VHS."
Nadia Stasky,"Oh, that's so sweet, but you're basically offering me garbage."
Nadia Stasky,Let's just skate.
Tom Haverford,That bear was the only thing she was gonna have to remember me by in Rwanda.
Tom Haverford,"And if I know anything about Rwanda, and I don't, I bet it's full of rich guys who'll buy her whatever she wants."
Ron Swanson,Hunting.
Ron Swanson,No quarters required.
Donna Meagle,Hang on.
Donna Meagle,Do you have a license to hunt at night?
Donna Meagle,'Cause you need a license.
Ron Swanson,I thought you were serious.
Donna Meagle,Come on now.
Donna Meagle,You know I don't give a [bleep].
Leslie Knope,"As Ronald Reagan would say, ""Well, mommy, I believe voting rights are important."""
Leslie Knope,Does anyone else think it's hot in here?
Leslie Knope,These overalls are really starchy.
Jeremy Jamm,"Yeah, maybe that's 'cause I turned up the heat to 90, and, uh, oh, the knob broke off in my hand."
Jeremy Jamm,Oops.
Leslie Knope,"Well, speaking of heat, we should discuss America's whitehot passion for voting rights and the men and women who help protect them, like the local city councilwoman who is starving and thinking about her husband's Reservoir Dog themed birthday cake and wanting to eat it really badly."
Ben Wyatt,"Oh, this is not a good sign."
Ben Wyatt,"Once she starts thinking about birthday cake, she's basically useless until she eats birthday cake."
Leslie Knope,Democracy is not unlike a cake.
Leslie Knope,"It's layered, delicious, chocolate, and I want some."
Chris Traeger,"Okay, she's fading."
Chris Traeger,"Ben, we need to find a way to smuggle some mineral oil drops onto her tongue."
Jeremy Jamm,Whoa!
Jeremy Jamm,Whoa!
Jeremy Jamm,Whoa!
Jeremy Jamm,Whoa!
Jeremy Jamm,Excuse me.
Extra,What the hell are you people doing here?
Extra,We represent the citizens of former Eagleton.
Extra,We're here to support Leslie Knope for preserving our voting rights.
Leslie Knope,Thank you!
Leslie Knope,You are all warriors of democracy.
Leslie Knope,"You know, it was the first mayor of Pawnee, in 1817, who said, ""All we have is the right to vote and the right to kill Indians without consequence."""
Leslie Knope,And I believe that half of that statement is still true today.
Leslie Knope,All right!
Leslie Knope,Second wind!
April Ludgate,"Andy, I know you're in there."
April Ludgate,"Andy, come on."
Andy Dwyer,"Oh, hey."
Andy Dwyer,I was just... just here in this dumpster 'cause I jumped in.
April Ludgate,Get out!
April Ludgate,We need to talk.
Andy Dwyer,About what?
Ron Swanson,"Fresh air, real weapons, an honest kill."
Ron Swanson,There is no substitute for the real thing.
Donna Meagle,"You want to go back and play that video game, don't you?"
Ron Swanson,Yes!
Ron Swanson,Damn it!
Chris Traeger,It is so inspiring to see Eagletonians putting aside their prejudices.
Chris Traeger,"With support like this, Leslie Knope may stand a fighting chance on recall day."
Chris Traeger,Permission to hug you.
Extra,Granted.
Extra,"I should mention, though, that we're not voting to keep Leslie."
Chris Traeger,What?
Extra,We want someone from Eagleton to represent our interests on the new city council.
Chris Traeger,"Sir, I formally revoke our hug."
Extra,"Well, you can't."
Extra,It happened.
Leslie Knope,"We stand on the side of Rosa Parks, and Gandhi, and Team Aniston."
Leslie Knope,One small vote for Pawnee is one giant leap of voting for mankind.
Jeremy Jamm,Hey!
Jeremy Jamm,"Hey, you're not allowed to receive help from the crowd."
Jeremy Jamm,That's strike two.
Jeremy Jamm,"Hey, man, leave my gong alone."
Jeremy Jamm,The reverb is the best part.
Leslie Knope,"If I save your right to vote, you're gonna vote for someone from Eagleton?"
Extra,Eagleton!
Extra,Eagleton!
Jeremy Jamm,"Hey, Knope!"
Jeremy Jamm,Wrap it up!
Leslie Knope,I'm not gonna yield.
Leslie Knope,I just… I need some time to think.
Leslie Knope,"And because I must keep talking, I'm gonna think out loud."
Leslie Knope,"Okay, if Eagletonians vote for someone else, then it would be in my best interest to stop, right?"
Leslie Knope,So they can't vote.
Jeremy Jamm,"Uh, dadoy."
Jeremy Jamm,Yield.
Leslie Knope,"Or I keep going, because the right to vote is fundamental in any democracy, and this is bigger than me or anyone."
Leslie Knope,I don't care if I lose.
Leslie Knope,No one prevents people in my town from voting.
Leslie Knope,Not on my watch.
Leslie Knope,The filibuster is on!
Extra,Yeah!
Extra,Okay.
Andy Dwyer,I can't go back to London.
Andy Dwyer,I'm totally in over my head on this project.
Andy Dwyer,"Every day, someone comes up to me and says, ""I need your approval on this, Mr. Dywer."""
Andy Dwyer,"""I need your signature, Mr. Dwyer."""
Andy Dwyer,"""That's not a toilet, Mr. Dwyer."""
April Ludgate,But you said everything was going awesome.
April Ludgate, You said you were like Chuck Norris.
Andy Dwyer," I am, but I'm like Chuck Norris now-- some old guy with a beard who used to be good at karate but became a dumb has-been and is scared and confused about his big London job."
April Ludgate, Okay.
Andy Dwyer, The parallels between he and I are very eerie.
April Ludgate, I'm gonna tell you a secret about everyone else's job.
Andy Dwyer, Okay.
April Ludgate, No one knows what they're doing.
April Ludgate, I don't know how to run an animal control department.
April Ludgate, Half the documents I get I put right into the shredder because they're so boring.
Andy Dwyer, But you seem like you do know what you're doing.
April Ludgate," Yeah, I seem like it."
April Ludgate," Deep down, everyone is just faking it until they figure it out."
April Ludgate," And you will too, because you are awesome and everyone else sucks."
Ben Wyatt, 30 minutes to go.
Leslie Knope,"Oh, God, it's so hot."
Leslie Knope, Almost as hot as the flames that Eagleton would have gone down in if I had not saved them.
Jeremy Jamm," Mm, mm, mm."
Leslie Knope,That's-- 
Jeremy Jamm,How I know you would love an ice-cold frozen marg.
